year,latitude,longitude,notes
1898,41.39803049437455,2.1710287053181423,
1904,41.39834346657306,2.1689193165819343,
1906,41.39328033034593,2.163086218099868,
1928,41.380206458196376,2.1875616264348516,
1991,41.3822311625747,2.181221107074102,