year,latitude,longitude,notes,external
1632,54.26965406245301,-0.9315680138099055,TODO,1149238
1651,54.06797388767207,-2.0170503402260085,TODO,1132098
1765,54.453728940022,-0.6646983268463321,TODO,1173839
1856,53.94602536795454,-1.0434694198175227,TODO,1316285
