year,latitude,longitude,notes,external
1583,52.70976784110385,-1.3703654962794223,TODO,1178098
1629,52.599447959669945,-1.4298587899693478,TODO,1361305
1643,52.59607178881066,-0.8434230733174165,TODO,1061700
1750,52.76555688732329,-0.8876054928122231,TODO,1235737
1769,52.658995973904986,-0.9806737059030777,TODO,1188247
1774,52.852865508314466,-0.8155303263061423,TODO,1075027
