year,latitude,longitude,notes,external
1655,53.39036804940533,-1.3467884639428296,TODO,1132727
1772,53.39515336392582,-1.4295216408243951,TODO,1254578
1802,53.407659897336806,-1.5124574939158622,TODO,1246706
1803,53.58805331861304,-1.1993646393518058,TODO,1151513
1843,53.374469295432846,-1.3179392912512415,TODO,1286535
