year,latitude,longitude,notes,external
1580,51.593877502427425,-0.38171197372486587,,1286035
1607,51.48068758027714,0.037021553277171264,,1218593
1629,51.535080908278466,-0.46018471798074584,,1080160
1631,51.48378800554696,-0.29497913281445076,,1002019
1658,51.55150570588003,-0.08588690411222581,,1293320
1665,51.54012913767072,0.16254019586796453,,1064411
1668,51.41090549320917,-0.298300854259061,,1184584
1669,51.366376853500455,-0.30684944046646584,,1184479
1675,51.48799556003381,-0.47840978805720674,,1358413
1685,51.512691292055436,-0.11158412810765127,TODO,1286024
1686,51.51299620130975,-0.11089483495123573,TODO,1193870
1692,51.48296365931233,-0.17094818344711954,,1189649
1695,51.52048252836675,-0.054562043109155876,,1241071
1696,51.61740992811515,-0.22716355529185003,,1359092
1702,51.518003317823236,-0.10088095828089627,,1079115
1703,51.51089864095616,-0.08891114940628847,TODO,1359204
1705,51.353924798649906,0.1379032927353277,,1359298
1709,51.49847923861978,-0.13602878042143146,,1210081
1713,51.582921611075214,-0.21535680992076248,,1359024
1719,51.506665651285076,-0.0579892712400174,,1260423
1720,51.523352202126304,-0.11240423729628167,TODO,1113150
1721,51.521771574798144,-0.1169785054747621,,1113197
1722,51.49768930392938,-0.12771203320425797,,1213357
1723,51.45765576584339,-0.19479679871373656,,1183550
1725,51.525646019374605,-0.09646337131625886,,
1726,51.49629658939845,-0.12719965924515406,,1236244
1729,51.58990803555381,-0.22671664035448216,,1188528
1731,51.33643988903099,0.03103325066986683,,1055773
1732,51.513449237533514,-0.13248067120009926,,1210250
1734,51.51224015403307,-0.13018447812612177,,1066781
1736,51.514192743749526,-0.13550894000966707,,1218475
1743,51.519333598688156,-0.07204781306439809,,1240697
1744,51.50915474122385,-0.147370808544066,,1357097
1748,51.51377886299489,-0.11091931686837486,,1064693
1755,51.44160860852726,0.1477712680269168,,1064243
1760,51.50383135264198,-0.06128506922640199,,1065086
1761,51.48321650208327,-0.2932745539360185,,1263075
1762,51.51409465106592,-0.07037618527045207,,1065325
1766,51.53526997170914,-0.10354325584000838,,1195492
1767,51.4955623949858,-0.36575359610833696,,1079381
1776,51.527359340891614,-0.007828846920684897,,1080970
1782,51.4856744535243,-0.3072805119249971,,1294582
1784,51.62523735193381,-0.062374855786708684,,1079547
1785,51.478984550230265,-0.3259104361624849,,1240256
1786,51.46712771285955,-0.1177413901637235,,1099903
1788,51.56164137885795,-0.07135003583609202,TODO,1235341
1789,51.55150095217059,-0.102049905650245,,1279725
1790,51.53475540970112,-0.10290596296588374,,1280131
1791,51.48189551248653,-0.0009524735020238904,,1078953
1792,51.46777964983422,0.0016759431661196407,,1286675
1794,51.657502713866045,-0.08787594113958751,,1359010
1795,51.58442176879655,-0.012419421300780905,,1065608
1797,51.45907964982244,-0.3036895054983236,,1358048
1799,51.584475106114326,0.1736602090991156,,1184520
1802,51.52937316843962,-0.0836608177654305,,
1806,51.46760835748505,-0.0006603302490758354,,1286658
1811,51.57852913655827,-0.15386294828823677,,1079189
1812,51.54637235101121,-0.08174232808540169,,1193012
1813,51.5566287628569,-0.18062882454293655,,1244496
1816,51.48529566789432,-0.28660791759901183,,1194151
1817,51.491236034511594,-0.1033943233379035,,
1820,51.501997283446876,-0.10181751195841827,,1385550
1821,51.50102111463678,-0.05415798161825088,,1385866
1822,51.50024120156741,-0.06419443218089635,,1385524
1823,51.55619485881125,-0.16985801007078266,,1356750
1824,51.51996665814722,-0.16145252877402855,,1066062
1825,51.520711651231025,-0.11534523273384825,,1322151
1826,51.50156555699284,-0.15705257018722305,,1251180
1827,51.445861529149894,0.13109869437177352,,
1828,51.500095653625664,-0.0816478835097796,,1376562
1829,51.49135484522112,0.06955560536950561,,1079080
1830,51.512196862800046,-0.12228882814026706,,1066949
1833,51.478073170998876,-0.10257634372309779,,1378436
1834,51.51154928820497,-0.11957324166149164,,1066119
1835,51.52715603736351,-0.10886109503838536,,1204342
1836,51.48037805606216,-0.06145020356565105,,1385434
1837,51.44366704084219,0.15142619646932207,,
1838,51.53438679298692,-0.10458337967825886,,1195775
1839,51.48791993874699,-0.19402712099172004,,1225715
1840,51.52519061371282,-0.10455769143410383,,1209479
1842,51.490713568647855,0.06430737577769526,,1079064
1844,51.493102624901645,-0.1621792173272314,,1358112
1846,51.540521397077875,-0.11370665954632292,,1195613
1847,51.540898953589725,-0.047402240238299385,,1265629
1848,51.5151682770451,-0.1128261536588332,,
1849,51.55955252340366,-0.33485619160659685,,1193310
1850,51.50683089044675,-0.08835894613279457,,1376633
1851,51.48795980842637,-0.31022683426526315,,
1852,51.50143864555351,-0.1925180876521875,,1223748
1853,51.51086300993527,-0.0875976107094258,,1064606
1854,51.499055934136145,0.06335156553439077,,1376229
1855,51.520500151365795,-0.1005034761174535,,1298102
1857,51.585905533879654,-0.07033708595953014,,1079168
1858,51.514040410109324,-0.07058651440386456,,1065751
1859,51.42310704204055,-0.33340331280270746,,
1860,51.51103204801751,-0.0585326598684329,,1242346
1861,51.47905493625614,-0.15482418562066752,,1225940
1862,51.52002553160404,-0.13989657229235897,,1225397
1863,51.533889128530646,-0.08002735315358976,,1393325
1864,51.41074957336541,-0.30021478961622816,,1184637
1865,51.572851327795014,-0.3374499163463232,,1358631
1866,51.52085361822662,-0.15204346507493086,,1267743
1867,51.54641070905271,-0.1568443135945722,,
1868,51.45761219465035,0.13868171283569763,,
1869,51.491754158670695,-0.10556154853181551,,1251239
1870,51.509030345289496,-0.015565358847997769,,1260135
1871,51.55183674452193,-0.14153477573018972,,1391501
1872,51.533805611907304,-0.10502787664664018,,1207639
