year,latitude,longitude,notes,external
1503,50.693654432727264,-3.1505720360967397,TODO,1163126
1531,50.69328321351558,-3.149796389209845,TODO,1104148
1574,51.04971225999911,-4.0590649514359045,TODO,1253770
1603,50.85736818650454,-3.392964445344265,TODO,1105901
1612,50.741020809711934,-3.0703958937329277,TODO,1098527
1809,50.36689965842479,-4.1351563982025095,TODO,1386280